xa1,xb1,y,Oct,Mar,May,Dec,Sep,Feb,Nov,Jul,Jun,Apr,Aug,Jan,Wed,Sun,Fri,Tue,Thu,Sat,Mon
0.02624467,-0.3934491,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.1622249,-0.1253856,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.5246903,-0.6054911,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.1510288,-0.7571513,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.2016052,-1.190763,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.04139759,-0.4963725,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.02974781,0.1337831,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3124721,-0.2601553,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.2844325,-0.4524496,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.1051577,-0.2325639,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.6065301,0.9278577,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.5107124,-0.1673613,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.09725165,0.2762525,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.6354884,0.2158707,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0293693,0.4826762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.831934,0.161184,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.001057072,0.2204366,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.1115134,-0.6920351,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.04386643,0.1452348,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.4255513,-0.5147759,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1830527,1.101261,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.5382914,1.819159,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.0656416,-0.5989766,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3003994,-0.404054,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.4289378,-0.8748166,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.1146916,-0.3234107,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.1621483,0.2099167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.1922489,0.08297843,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
-0.4387,-0.3736397,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.852563,0.8741096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-0.4978925,0.1205266,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.03377476,0.2326393,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.6463111,1.544462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.9912474,0.2741532,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.2611987,0.2346277,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.01142968,1.793086,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8392844,2.685344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.297351,3.104335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.3849058,4.987309,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
-1.40238,2.785809,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.9997913,0.6993513,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-0.6905457,0.4063507,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.2553759,-0.9811439,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.08739574,-0.8800156,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.1971125,-0.9661553,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1318975,-0.738726,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
-0.03198793,0.3950826,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.04992684,-0.2358444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.2928603,-0.8635978,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4322851,-0.3485314,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.05463928,-0.3735699,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.2648429,-0.7880096,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1202665,-0.8423565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.05579253,-0.4018683,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.1033703,-0.5484762,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.0411584,-0.7124008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.01770399,-0.5138838,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.2404504,-0.270604,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4216809,-0.1497924,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-0.185347,-0.3499428,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.3380966,-0.7232989,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.1790625,-0.7485293,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.05043722,-0.8951933,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.1227644,-0.9982167,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.02710955,-0.7435673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.03818083,-0.5016606,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2788575,-0.6218267,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.001393917,-0.8438803,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.1552311,-0.510073,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3799013,-0.1895893,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4320263,0.01124763,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.07041579,0.2840373,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-0.5529073,0.4183301,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2206508,-0.3469226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.08569664,-0.5333095,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.02096104,-0.1002033,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.2785621,0.5430964,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.07995051,0.8129974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.6935315,-0.536035,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.003356452,-0.6328811,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.09221677,-0.6986578,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.2338214,-1.025212,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.03348787,-0.9948019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.18156,-0.1755873,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.1391281,0.3093581,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3585087,-0.2272498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.06398016,-0.7945679,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.1925791,-0.2591015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.1339735,-0.1083909,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.2469734,-0.9512202,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.1178551,-0.1197797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4119635,-0.5242517,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.004921929,-0.743111,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.1964911,-0.2958192,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.04770842,0.1177174,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.2735223,-0.7601359,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.09860329,-0.7092956,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
-0.02354142,-0.684523,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.07804868,-0.2517648,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-0.1986151,-0.9361714,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.0280921,-0.6862331,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3280842,-0.2601375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.35083,-1.176541,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.07036267,-1.076081,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.1074207,-0.9103696,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.01386549,-0.9753625,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.001269845,-0.9419938,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1139389,-0.9151301,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.04609521,-0.6489604,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3594552,-0.66631,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.01613761,-0.3229119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.09057198,-0.9261201,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.1503126,0.1724549,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.4512954,-0.7543257,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1435469,-0.1128061,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-0.1283166,-0.4106315,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.3743117,-0.9916337,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1052405,-0.5466564,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3733325,0.2468304,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.3263049,-0.2412778,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-0.1282433,-0.7732553,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.1163547,-0.8761034,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.1296901,-1.123182,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.08756871,-0.5578081,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0941346,-0.8910878,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1745513,-0.9692618,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-0.03020569,-0.7002721,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.3161683,0.6552996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.3760435,-1.018935,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0001856321,-0.5996933,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1602281,-0.9344543,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.07390668,-0.9435437,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.141937,-0.9670269,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.192763,-0.7912696,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.1580972,-0.7391563,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.1230033,-0.850366,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.07900429,-0.3963528,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.235557,-0.7727428,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.1303961,-0.08206434,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.108848,-0.2264262,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.283348,-0.6455839,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4188908,-0.3337182,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08653588,0.1339475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.07011574,0.2223948,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.4816943,-0.8973817,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.1786959,-0.9798859,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.05560179,0.4717027,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3057697,-0.3477188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1432292,1.171846,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.4129112,-0.6684683,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.08993884,-0.09856848,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.4578168,0.2619861,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.1959106,-0.6755515,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.4361328,-0.4542146,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.06878435,0.1895017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.5342839,-0.7327569,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1487435,0.6143928,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.4619287,-0.9101572,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.04643999,-0.3945851,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.1316303,-0.4517466,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.1278877,-0.7646511,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.221482,-0.4825761,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.1044851,-0.9673694,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.02986954,-0.9623842,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.01875131,-0.9704609,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1050166,-0.9438931,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.004984908,-0.03283146,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2109891,-0.7102343,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.01419391,-0.8583604,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.01294069,-0.9088526,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.06250393,-0.679979,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.1477986,-0.6268722,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3322642,-0.7153689,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.02920643,-0.6458059,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3670261,-0.7683838,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-0.1403558,-0.2414545,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.08299286,-0.6212909,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.3483032,-0.1231315,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.1179552,-0.2614489,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4947283,0.2715249,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.425069,0.7459669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4119745,0.4151126,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.3197468,0.3456223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.4203391,-0.1267231,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.4326195,-0.7027359,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.08828368,-0.3532069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.1741277,0.4256723,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5084731,-0.2788547,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1790421,-0.1685658,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08126756,0.9398658,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.4495575,0.4566127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.2974688,0.6810328,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.1927211,0.9765041,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.08458086,0.01512564,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2529649,0.2093165,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.2590013,0.05379197,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.6048583,-0.2459122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4276548,0.9024807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.306134,0.3609466,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.5959141,-0.2990916,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.008200521,-0.1775729,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.3230372,-0.955819,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.1702112,-0.872187,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.05479791,-1.178004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.1178939,-1.374827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.01297696,-0.2894719,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.05500837,0.06888057,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.1640176,1.394881,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.1524439,1.566846,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
